channel_id,timeline_id,Item_Id,Date,title,Twitter_account,Tweet_Id,Twitter_link
478,1208522,13545,2/10/17 12:08,Tweet by Oscar Baruffa,oscar_b123,8.30028E+17,https://twitter.com/oscar_b123/status/830028359635709952
478,1197861,13545,2/2/17 18:02,Retweet by Khal Godfro,Godfrey_Shale,8.2708E+17,https://twitter.com/Godfrey_Shale/status/827079619404767234
478,1197860,13545,2/2/17 18:02,Retweet by JD Bothma,jdbothma,8.27174E+17,https://twitter.com/jdbothma/status/827174283780640769
478,1160181,13545,1/17/17 12:08,Tweet by Code4SA,code4sa,8.21364E+17,https://twitter.com/code4sa/status/821364029537091584
478,1160177,13545,1/17/17 12:08,Retweet by Julia Renouprez,Julia_Renouprez,8.21377E+17,https://twitter.com/Julia_Renouprez/status/821376776987295745
478,1159938,13545,1/17/17 9:17,Retweet by Rick de Klerk,AlmostAHero,8.21324E+17,https://twitter.com/AlmostAHero/status/821324315576729601
478,1159936,13545,1/17/17 9:16,Retweet by Ttoko Twala,ThokoTwala,8.21342E+17,https://twitter.com/ThokoTwala/status/821341913588568065
478,1159935,13545,1/17/17 9:16,Retweet by Nicholas Hall,nickhallsa,8.21323E+17,https://twitter.com/nickhallsa/status/821323471598874624
478,1159934,13545,1/17/17 9:16,Tweet by People's Assembly,PeoplesAssem_SA,8.21337E+17,https://twitter.com/PeoplesAssem_SA/status/821337315213766656
478,1159933,13545,1/17/17 9:16,Retweet by Mail & Guardian,mailandguardian,8.21338E+17,https://twitter.com/mailandguardian/status/821337719083298816
478,1159932,13545,1/17/17 9:16,Retweet by Code4SA,code4sa,8.21345E+17,https://twitter.com/code4sa/status/821344758610141184
478,1159379,13545,1/17/17 6:24,Tweet by Parkhurst Village,Parkhurst_JHB,8.21274E+17,https://twitter.com/Parkhurst_JHB/status/821274463241195520
478,1159378,13545,1/17/17 6:24,Retweet by Garsen,Garsen,8.21275E+17,https://twitter.com/Garsen/status/821274712395382784
478,1159377,13545,1/17/17 6:23,Retweet by PMG,PMG_SA,8.21287E+17,https://twitter.com/PMG_SA/status/821287412831813632
478,1158705,13545,1/17/17 3:32,Retweet by RULBusSchool News,Rulbusschool1,8.20961E+17,https://twitter.com/Rulbusschool1/status/820960648536408064
478,1158704,13545,1/17/17 3:32,Tweet by Code4SA,code4sa,8.20909E+17,https://twitter.com/code4sa/status/820908825679187968
478,1158703,13545,1/17/17 3:32,Retweet by Theresa Mallinson,tcmallinson,8.20909E+17,https://twitter.com/tcmallinson/status/820908870478528512
478,1158702,13545,1/17/17 3:32,Retweet by Mail & Guardian,mailandguardian,8.20915E+17,https://twitter.com/mailandguardian/status/820915190753595392
478,1158701,13545,1/17/17 3:32,Retweet by KESIGAN PADAYACHEE,KESIGAN10,8.20916E+17,https://twitter.com/KESIGAN10/status/820916387484958720
478,1158700,13545,1/17/17 3:32,Retweet by Adi Eyal,SoapSudTycoon,8.20938E+17,https://twitter.com/SoapSudTycoon/status/820938317860638720
478,1019016,15201,12/19/16 11:50,Tweet by Swaziland Meta Guide,meta_guide_sz,7.92603E+17,https://twitter.com/meta_guide_sz/status/792602839851814912
478,1019015,15201,12/19/16 11:50,Tweet by Johannesburg Journal,joburgjournal,7.92646E+17,https://twitter.com/joburgjournal/status/792646244854145024
478,1019014,15201,12/19/16 11:49,"Municipal money: the good, bad and ugly | News24",,,
478,982554,13551,12/12/16 11:06,Retweet by Julia Renouprez,Julia_Renouprez,8.08324E+17,https://twitter.com/Julia_Renouprez/status/808324206006063104
478,982552,13551,12/12/16 11:06,Retweet by Julia Renouprez,Julia_Renouprez,8.08325E+17,https://twitter.com/Julia_Renouprez/status/808324639273455616
478,967710,13551,12/9/16 7:56,Tweet by Mail & Guardian,mailandguardian,8.07172E+17,https://twitter.com/mailandguardian/status/807171671710896128
478,967169,13551,12/9/16 5:22,Retweet by Jaap de Visser,jdevisser,8.07134E+17,https://twitter.com/jdevisser/status/807134082861776896
478,963941,13551,12/8/16 14:06,Tweet by Theresa Mallinson,tcmallinson,8.0618E+17,https://twitter.com/tcmallinson/status/806179861693943813
478,963938,13551,12/8/16 14:06,Retweet by Hacks/Hackers Joburg,HacksHackersJHB,8.06181E+17,https://twitter.com/HacksHackersJHB/status/806180564273336320
478,963937,13551,12/8/16 14:06,Retweet by Adi Eyal,SoapSudTycoon,8.06181E+17,https://twitter.com/SoapSudTycoon/status/806181263002349568
478,963935,13551,12/8/16 14:06,Retweet by Scott Smith,S_P_S,8.06182E+17,https://twitter.com/S_P_S/status/806182132754317312
478,963930,13551,12/8/16 14:06,Tweet by Code4SA,code4sa,8.06889E+17,https://twitter.com/code4sa/status/806888651611340800
478,963926,13551,12/8/16 14:06,Retweet by Siyabonga Africa,siyafrica,8.06889E+17,https://twitter.com/siyafrica/status/806888699355164672
478,963924,13551,12/8/16 14:06,Tweet by JD Bothma,jdbothma,8.06889E+17,https://twitter.com/jdbothma/status/806889162263719937
478,963919,13551,12/8/16 14:06,Retweet by Paul Berkowitz,paulyberk,8.0689E+17,https://twitter.com/paulyberk/status/806889560399642624
478,963916,13551,12/8/16 14:06,Retweet by Paul McNally,mcnallypm,8.06935E+17,https://twitter.com/mcnallypm/status/806934884811829248
478,954988,13545,12/7/16 2:31,Retweet by Jaco-Mari Futcher,JacoMariFutcher,8.06372E+17,https://twitter.com/JacoMariFutcher/status/806371721683079168
478,952873,13545,12/6/16 17:35,Tweet by Trisha Cornelius,trishawebs,8.06246E+17,https://twitter.com/trishawebs/status/806246300845047808
